"Source Name","Live Substance Count","On-Hold Substance Count","Live BioAssay Count","On-Hold BioAssay Count","Linked Substance Count","Annotation Count","Classification Count","Source Category","Source URL","DSN","Organization","Contact Full Name","Address","City","State","Postcode","Country","Last Updated","Description","License URL","License Note","Pathway Count"
"Raney Lab, University of Arkansas for Medical Sciences (UAMS)",21,"",1,"",21,"","","Research and Development","https://medicine.uams.edu/biochemistry/faculty/primary/raney/",23292,"University of Arkansas for Medical Sciences","John Marecki","4301 W. Markham Street, Slot 516","Little Rock","AR",72205,"United States","2019/02/06","The Raney Laboratory at UAMS is interested in the enzymology and chemistry of nucleic acid enzymes including the cellular and viral helicases that manipulate DNA and RNA in all aspects of nucleic acid metabolism. We study the reaction mechanisms of the Hepatitis C virus (HCV) helicase-protease NS3, and its interactions with other HCV and cellular proteins.","","",""
"Rangan Lab, Department of Biotechnology, IIT Guwahati",3,"","","","","","","Legacy Depositors, Research and Development","https://www.iitg.ac.in/biotech/latharangan/index.html",998,"Department of Biosciences and Bioengineering, IIT Guwahati","Lath Rangan","Amingaon, North Guwahati","Guwahati","Assam",781039,"India","2013/08/12","The Rangan Lab at IIT Guwahati addresses the research questions in areas of Applied Biodiversity with special reference to bioresources of Northeast India using an integrative approach.","","",""
"Raushel Lab, Department of Chemistry, Texas A&M University",23,"","","","","","","Research and Development","https://www.chem.tamu.edu/rgroup/raushel/",15599,"Texas A&M University","Zane Taylor","301 Old Main Dr.","College Station","TX",77840,"United States","2020/06/06","","","",""
"RCSB Protein Data Bank (RCSB PDB)","","","","","",87434,"","Curation Efforts","https://www.rcsb.org/",15751,"RCSB Protein Data Bank (RCSB PDB)","PDB Staff","174 Frelinghuysen Rd","Piscataway","NJ",08854,"United States","2022/07/10","The RCSB Protein Data Bank (PDB) contains crystallographic data defining 3D shapes of proteins, nucleic acids, and complex assemblies that helps students and researchers understand all aspects of biomedicine and agriculture, from protein synthesis to health and disease.","https://www.rcsb.org/pages/policies","Data files contained in the PDB archive (ftp://ftp.wwpdb.org) are free of all copyright restrictions and made fully and freely available for both non-commercial and commercial use. Users of the data should attribute the original authors of that structural data.",""
"Reactome","","","","","",965,"","Curation Efforts","https://reactome.org/",23465,"Reactome.org","REACTOME Staff","661 University Avenue, Suite 510","Toronto","ON","M5G 0A3","Canada","2022/05/18","Reactome is an open-source, open access, manually curated and peer-reviewed pathway database. The cornerstone of Reactome is a freely available, open source relational database of signaling and metabolic molecules and their relations organized into biological pathways and processes.","https://reactome.org/license","Reactome is an open source and open access resource, available to anyone and covered by two Creative Commons licenses: the terms of the Creative Commons Public Domain (CC0) License apply to all Reactome annotation files, e.g. identifier mapping data, specialized data files, and interaction data derived from Reactome; the terms of the Creative Commons Attribution 4.0 International (CC BY 4.0) License apply to all software and code, e.g. relating to the functionality of the reactome.org, derived websites and webservices, the Curator Tool, the Functional Interaction application, SQL and Graph Database data dumps, and Pathway Illustrations (Enhanced High-Level Diagrams), Icon Library, Art and Branding Materials.",26547
"Reddy N Reddy Pharmaceuticals",1,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.reddynreddypharma.com",763,"Reddy N Reddy Pharmaceuticals","Ravi Kumar","IDA Jeedimetla","Hyderabad","AP",500037,"India","2011/07/27","","","",""
"Regis Technologies",35,"","","","","","","Chemical Vendors","https://www.registech.com/",20912,"Regis Technologies","Kristine Biederer","8210 Austin Ave","Morton Grove","IL",60053,"United States","2018/01/16","Regis Technologies manufactures an extensive line of chromatography consumables and fine chemicals.","","",""
"RESOLUTE - Research Empowerment on Solute Carriers",36,"",7,"",36,"","","Research and Development","https://re-solute.eu",24749,"CeMM - Research Center for Molecular Medicine of the Austrian Academy of Sciences","Ulrich Goldmann","Lazarettgasse 14, AKH BT 25.3","Vienna","",1090,"Austria","2022/06/29","RESOLUTE is an EU-funded consortium working on the solute carrier (SLC) gene family in a public-private partnership. The consortium also develops new transport assays for selected SLCs.","","",""
"Retaj Chemicals",1,"","","","","","","Chemical Vendors","http://www.retaj-chemicals.com/",17770,"Retaj Edile Group","Aly Samy","37 Abbas Al Aqqad st.","Nasr City","Cairo","","Egypt","2017/09/21","Retaj Chemicals is a pioneering company in extracting substances from animal by-products.","","",""
"Rhea - Annotated Reactions Database","","","","","",9469,"","Curation Efforts","https://www.rhea-db.org/",23640,"SIB Swiss Institute of Bioinformatics","Rhea Staff","Quartier Sorge Batiment Genopode","1015 Lausanne","","","Switzerland","2022/07/10","Rhea is an expert curated resource of biochemical reactions designed for the annotation of enzymes and genome-scale metabolic networks and models","https://www.rhea-db.org/help/license-disclaimer","Rhea has chosen to apply the Creative Commons Attribution License (http://creativecommons.org/licenses/by/4.0/). This means that you are free to copy, distribute, display and make commercial use of the database in all legislations, provided you credit (cite) Rhea.",""
"Rieke Metals, LLC",43716,"","","","","","","Chemical Vendors","https://www.riekemetals.com/",14166,"Rieke Metals, LLC","Brad Stratton","1001 Kingbird Road","Lincoln","NE",68521,"United States","2021/12/17","Rieke Metals manufactures the broadest line of organozincs and poly-3-alkylthiophenes.  They offer over 5,000 organometallic building blocks and over 40,000 fine chemicals with the ability to custom manufacture many more.","","",""
"RIKEN Natural Products Depository (RIKEN NPDepo)",1,"","","","","","","Governmental Organizations","http://www.npd.riken.jp/crdu/en/",24038,"RIKEN, The Institute of Physical and Chemical Research","Hiroyuki Hirano","2-1 Hirosawa","Wako-shi","SAIATAMA",351-0198,"Japan","2020/04/01","The RIKEN Natural Products Depository (NPDepo) constructs chemical libraries based on natural products chemistry. It has collected derivatives and analogues of natural products as well as isolated secondary metabolites of actinomycetes and filamentous fungi, along with drug-like synthetic compounds, and prepared an extensive library of compounds.","","",""
"Rosewachem",2873,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.rosewachem.com/",1153,"Rosewachem Co., Ltd","vincent song","8-12 Sheraton Global Financical Center B, Nanan District","chongqing","chongqing",040000,"China","2013/09/17","","","",""
"RSChem, LLC",8261,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.rschem.net/",930,"RSChem, LLC","RSChem LLC","P.O. Box 23378","Rochester","NY",14692,"United States","2012/06/20","","","",""
"Ruthenotope",14,"","","","","","","Chemical Vendors","https://www.ruthenotope.com/",24900,"Ruthenotope doo (ltd)","Alexey Smarun","Takovska 7","Belgrade","Belgrade",11000,"Serbia","2022/05/16","RUTHENOTOPE is a Belgrade-based company founded in August of 2017, whose main objectives are chemical research and manufacturing of ruthenium-based products. Its goal is to redefine conventional manufacturing ways for ruthenium compounds by implementing new synthetic methods and techniques as well as many years of scientific experience in chemistry research.","","",""
"s-abscisicacid.com",1,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.s-abscisicacid.com",10732,"Sichuan Keruisen Bioengineering Co. Ltd.","Xu Guanghua","No.27 Yupin Street, Dongpo District","Meishan","Sichuan",620010,"China","2015/06/29","","","",""
"S.GURUDEEBAN,T.RAMANATHAN & K.SATYAVANI, Marine Medicinal Plant Biotechnology Laboratory, Faculty of Marine Sciences, Annamalai University",15,"","","","","","","Legacy Depositors, Research and Development","http://annamalaiuniversity.ac.in/factprofile_59.php?factcode=59",791,"Annamalai University","Gurudeeban S","Parangipettai","Cuddalore","Tamil Nadu",608502,"India","2012/05/23","","","",""
"Salvino Lab, The Wistar Institute",5,"",1,"",5,"","","Research and Development","https://wistar.org/",23455,"The Wistar Institute","Joseph Salvino","3601 Spruce Street","Philadelphia","PA",19104-4265,"United States","2019/04/18","The Salvino Lab at The Wistar Institute conducts academic research and development mainly focused on cancer, anti-viral, and HIV research including medicinal chemistry optimization.","","",""
"Santagata Laboratory - Brigham and Women's Hospital and Harvard Medical School",392,"",1,"",384,"","","Research and Development","https://santagata.bwh.harvard.edu/",23814,"Santagata Laboratory, Pathology Department, Brigham and Women's Hospital and Harvard Medical School","Giorgio Gaglia","60 Fenwood Road, BTM Hale Building, Room 8006","Boston","MA",02115,"United States","2019/12/04","The Santagata lab at Harvard Medical School is focused on identifying and targeting vulnerabilities in tumors to improve patient outcome and survival. Through genomics, chemical biology, and multiplexed imaging we explore the fundamental mechanisms that allow tumor cells to develop their most malignant features along with our colleagues in the Lab for Systems Pharmacology and the Ludwig Center at Harvard.","","",""
"Santai Labs",6365,"","","","","","","Chemical Vendors","http://www.santailabs.com",855,"Santai Labs,Inc","Chris Yao","78 qingyang Road","Changzhou","Jiangsu",213125,"China","2018/09/05","","","",""
"Santiago lab",14,"","","","","","","Chemical Vendors","http://www.santiago-lab.com",25094,"Santiago lab","Krystof Sigut","Minicka189","Kralupy nad Vltavou","",70800,"Czech Republic","2022/02/02","Santiago lab is a boutique CRO based in Prague, Czech republic. Its commercial research is mainly focused on nucleosides and related triphosphates.","","",""
"Sarchem Laboratories, Inc.",207,"","","","","","","Chemical Vendors","https://sarchemlabs.com/",10626,"Sarchem Labs, Inc","Arun Kumar","5012 Industrial Road","Farmingdale","New Jersey",07727,"United States","2021/06/30","","","",""
"Sarex Overseas Div of Saraf chemicals Pvt.Ltd.",28,"","","","","","","Chemical Vendors","https://www.sarex.com/",24294,"Sarex Overseas","Mr. Ashok Saraf","501, Warerford, 'C' Wing, C.D.Barfiwala Marg, Andheri(W)","Mumbai","Maharashtra",400058,"India","2020/09/28","Sarex Overseas is a leading manufacturer of Fine Chemicals and API Intermediates. It has developed a few hydroxy phenyl triazines which are UV absorber and light stabilizers used as additive in  plastics and coatings to enhance their performance","","",""
"SASTRA University, Quorum sensing and Peptidomimetics Laboratory",216,"","","","","","","Legacy Depositors, Research and Development","https://www.sastra.edu/staffprofiles/schools/scbt.php?staff_id=C592",716,"Quorum Sensing Laboratory, Centre for Research in Infectious Diseases (CRID)","Adline Princy S","Thirumalaisamudram","Thanjavur","Tamil Nadu","613 402","India","2011/05/23","","","",""
"Sattelle Laboratory, UCL Respiratory, Division of Medicine, University College London",451,"",5,"",409,"","","Research and Development","https://iris.ucl.ac.uk/iris/browse/profile?upi=DBSAT61",15286,"UCL Respiratory, Division of Medicine, University College London","David Sattelle","Gower Street","London","","WC1E 6BT","United Kingdom","2020/12/12","","","",""
"SB-PEPTIDE",101,"","","","","","","Chemical Vendors","https://www.sb-peptide.com/",24647,"SB-PEPTIDE","SB PEPTIDE","6 rue des Platanes","Saint Egreve","","","France","2022/05/31","SB-PEPTIDE is a French company specialized in custom peptide synthesis. SB-PEPTIDE offers a wide range solutions including custom synthesis, process development as well as analytical services. The company has developed a unique 10 days express synthesis service for assisting clients in their urgent project.","","",""
"SCRIPDB",6105836,"","","","","","","Legacy Depositors, Research and Development","http://www.cs.toronto.edu/~juris/",948,"University of Toronto","Igor Jurisica","101 College Street, 9-305","Toronto ","ON","M5G 1L7","Canada","2012/08/30","","","",""
"Sean Brady Lab, Laboratory of Genetically Encoded Small Molecules, The Rockefeller University",2,"","","","","","","Research and Development","https://www.rockefeller.edu/",20957,"The Rockefeller University","Brad Hover","1230 York Avenue","New York","NY",10065,"United States","2018/02/14","The Brady Lab focuses on the discovery and characterization of new, genetically encoded small molecules from microbial sources, with a special focus on those produced by uncultured soil bacteria, human commensal bacteria, and pathogenic bacteria.","","",""
"SelectLab Chemicals GmbH",1969,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.selectlab.de",9585,"SelectLab Chemicals GmbH","Olga Korbut","Heisenbergstrasse 11","Muenster","NRW",48149,"Germany","2015/02/24","","","",""
"Selleck Chemicals",7278,"","","","","","","Chemical Vendors","https://www.selleckchem.com/","Selleck Chemicals","Selleck Chemicals","Cathy Zou","2626 South Loop West, Suite 225, Houston, TX 77054 USA","Houston","TX",77054,"United States","2021/09/28","Selleck Chemicals supplies many inhibitors used in the study of cell signaling pathways. Selleck's Bioactive Screening Libraries consist of over 8,000 small molecules with validated biological and pharmacological activities. The safety and effectiveness of these molecules has been demonstrated through pre-clinical and clinical research and many of them are FDA-approved compounds.","","",""
"SGCOxCompounds",319,"",43,"",319,"","","Legacy Depositors, Research and Development","https://www.thesgc.org/","SGCOxCompounds","SGC Oxford","Brian Marsden","Botnar Research Centre, Old Road, Headington","Oxford","NA","OX3 9LA","United Kingdom","2011/03/04","SGC Oxford seeks to generate high quality reagents to accelerate the discovery of new medicines and place them into the public domain without restriction. Using 3D structures of human proteins and the reagents generated as part of the structure determination process as well as the chemical probes identified, we work with organisations within Oxford, the UK and the rest of the world to further the understanding of the biological roles of these proteins. We have particular interests in human protein kinases, metabolism-associated proteins, integral membrane proteins and proteins associated with epigenetics.","","",""
"SGCStoCompounds",17,"",1,"",17,"","","Legacy Depositors, Research and Development","https://www.thesgc.org/karolinska","SGCStoCompounds","SGC Stockholm","Helena Berglund","Fogdevreten 2","Stockholm","Stockholm",17177,"Sweden","2006/10/16","The SGC Karolinska lab focuses on two scientific areas - cell-based assays on patient-derived cells and generating recombinant antibodies to selected targets from the SGC network. We have a particular interest in studying inflammation and autoimmune disease based on inflammatory processes.","","",""
"SHANDONG OCTAGON CHEMICALS LIMITED",87,"","","","","","","Chemical Vendors","https://octagonchem.com/",23881,"SHANDONG OCTAGON CHEMICALS LIMITED","Ella Wu","Rm 528, Building 2, No. 300-2, Changjiang Rd, YEDA","YanTai","ShanDong",264006,"China","2021/08/23","OCTAGON CHEMICALS LIMITED provides pure molecules and chemicals for research.","","",""
"Shandong Youbang Biochemical",242,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.3chembio.com",11876,"Shandong Youbang Biochemical Technology Co.,Ltd","Qingqi Fang","Heze South Motorway Interchange","Heze","Shandong",274100,"China","2015/11/05","YouBang manufactures variety of products ranging from coal fine chemicals to pyridines, pyridazine, pyrazine, furan, Imidazole, other heterocyclic, and fine chemicals.","","",""
"Shanghai FWD Chemicals Limited",99,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.fwdchem.com/",24637,"Shanghai FWD Chemicals Limited","Coco Yang","Room 802,Lotus Tower ,159 Tianzhou Road Xuhui District","Shanghai","Shanghai",200233,"China","2021/03/23","Shanghai FWD Chemicals Limited provides advanced chemistry services to the world's pharmaceutical and biotechnology companies. It specializes in a comprehensive custom synthesis and manufacturing from gram to multi-ton production and offers a laboratory scale multi-step synthesis of a wide variety of organic compounds.","","",""
"Shanghai Hanhong Scientific",610,"","","","","","","Chemical Vendors","http://www.hanhonggroup.com/en/",24012,"Shanghai Hanhong Scientific Co.,Ltd.","Alex Gu","705, No.2 Building, No. 245 Jiachuan Road, Xuhui District","Shanghai","Shanghai",200237,"China","2020/05/14","Shanghai Hanhong Scientific is a professional enterprise engaged in researching, developing, manufacturing and exporting unnatural amino acids ,nucleosides, nucleotides, chiral chemicals and other fine chemicals.","","",""
"Shanghai Institute of Organic Chemistry",11948,"",4,"",11824,"","","Research and Development","http://www.pdbbind-cn.org/","Shanghai Institute of Organic Chemistry","Shanghai Institute of Organic Chemistry","Renxiao Wang","Fenglin Road NO.354","Shanghai","Shanghai",200032,"China","2016/02/03","PDBbind provides a comprehensive collection of the experimentally measured binding affinity data for all types of biomolecular complexes deposited in the Protein Data Bank (PDB). It thus provides an essential linkage between energetic and structural information of these complexes, which is helpful for various computational and statistical studies on molecular recognition occurred in biological systems.","","",""
"Shanghai Mathcon Pharmaceutical Co.,LTD.",1023,"","","","","","","Chemical Vendors","http://www.shmathcon.com/en",25496,"Shanghai Mathcon Pharmaceutical Co., Ltd","Ada Zhu","No.160 Basheng Road","Shanghai","",200131,"China","2022/07/14","Shanghai Mathcon Pharmaceutical Co., Ltd. provides one-stop CDMO services for drug research and production for domestic and foreign pharmaceutical companies and new drug R&D institutions. They focus on the research and development of tool compounds in the field of small molecule drug discovery, as well as the process development and production and sales of small molecule drug intermediates, APIs and preparations.","","",""
"Shanghai Send Pharmaceutical Technology Co., Ltd",480,"","","","","","","Legacy Depositors, Chemical Vendors","http://shsendpharm.com/",11916,"Shanghai Send Pharmaceutical Technology Co., Ltd","Susan Zhang","No.300 Chuantu Road Pudong District","Shanghai","Shanghai",201202,"China","2018/03/12","","","",""
"Shanghai Sinofluoro Chemicals Co., Ltd",612,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.sinofluoro.com","Shanghai Sinofluoro Scientific Company","Shanghai Sinofluoro Chemicals Co., Ltd.","Maggi Dong","Building 25, #1500 Xinfei Road, Songjiang District","Shanghai","WY",201612,"China","2014/07/18","Shanghai Sinofluoro Chemicals Co., Ltd. is a high-technology enterprise specialised at developing, manufacturing and selling fine fluorochemicals in China. Sinofluoro is currently able to supply nearly 400 kinds of fine fluorochemicals from gram-level to ton-level (depends on different products) and we are keeping developing new products.","","",""
"Shanghai Tauto Biotech Co., Ltd",149,"","","","","","","Chemical Vendors","http://www.tautobiotech.com/en/index.htm",24807,"Shanghai Tauto Biotech Co., Ltd","Shanghai Tauto","No.326 Aidisheng Road, Zhangjiang Hi-Tech Park","Shanghai","","","China","2021/08/06","Shanghai Tauto Biotech Co., Ltd is devoted to the research, production and sales of high-speed counter-current chromatography (HSCCC), valid monomer of natural plants with high purity and raw materials/intermediate of herbal medicines.","","",""
"Shangyu Catsyn Co., Ltd.",1187,"","","","","","","Chemical Vendors","http://www.catsyn.com",1242,"Shangyu Catsyn Co., Ltd.","Mavis Zhang","Daoxu Industrial park","Shangyu","Zhejiang",312368,"China","2019/12/19","","","",""
"Shanmugaiah Lab, Department of Microbial Technology, Madurai Kamaraj University",1,"","","","","","","Legacy Depositors, Governmental Organizations","http://mkuniversity.org/direct/schools/departments/biological/shanmugaiah.php",15545,"Madurai Kamaraj University","Nithya Karmegham","palaKalai Nagar","Madurai","TamilNadu","","India","2017/04/25","The Shanmugaiah Lab studies molecular plant pathology, plant microbe interaction and nano particle synthesis from microbes and their antimicrobial potential against plant and human pathogens.","","",""
"Shape Chem",1,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.polytech-corp.com",15587,"Qingdao Shape Chemical Co.,ltd","Nancy Yuan","No. 11 Zaoyuan Road","Qingdao","Shandong","","China","2017/05/08","Shape Chem is a professional researcher and producer of specialty chemicals for rubbers, such as retarder, curing agent, accelerator, anti-aging agent, etc.","","",""
"Shapiro Lab, Department of Biochemistry, University of Illinois",2,"","","","","","","Research and Development","https://mcb.illinois.edu/faculty/profile/djshapir/",15429,"University of Illinois at Urbana-Champaign","David Shapiro","600 S Matthews Ave","Urbana","Illinois",61801,"United States","2017/05/17","The Shapiro lab uses small molecule screening approaches to identify new regulatory pathways important in cancer and other diseases and to identify small molecules with therapeutic potential.","","",""
"Sharma Lab, Dr. D. Y. Patil Vidyapeeth, Pune, MH, India",5,"","","","","","","Research and Development","https://biotech.dpu.edu.in/cancer-and-translational-research-lab.aspx",25175,"Dr. D. Y Patil Vidyapeeth, Pune, India","Nilesh Kumar Sharma","Cancer and Transitional Research Lab, DPU","Pune","Maharashtra",411033,"India","2022/03/28","The Sharma Lab, Dr. D. Y. Patil Vidyapeeth, Pune, MH, India is focused on understanding tumor biomarkers and heterogeneity by using a novel and in-house vertical tube gel electrophoresis (VTGE) tools. Our lab employs in silico, cellular and clinical models.","","",""
"SharyPharm",663,"","","","","","","Legacy Depositors, Chemical Vendors","http://sharypharm.lookchem.com/",11763,"Wuxi Shary PharmaTech Co., Ltd.","Sara Zhu","No. 1 Yingbin North Road","Wuxi","Jiangsu",214100,"China","2015/08/19","SharyPharm contains API intermediates, speciality chemicals, cosmetic additives, nutritional supplements, fine chemicals, building blocks, custom synthesis service.","","",""
"Shenzhen Nexconn Pharmatechs. Ltd",101,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.nexconn.com",4406,"Shenzhen Nexconn Pharmatechs. Ltd","Rany Ouyang","Rm.1249-1251, Jiaxiye Plaza, No.328 Minzhi Ave.,Longhua New Dist.","Shenzhen","Guangdong",518131,"China","2014/09/10","Shenzhen Nexconn Pharmatechs Ltd. produces high-quality APIs, intermediates, fine chemicals and custom synthesis chemicals from mg to tons scale. With experienced management team and highly motivated specialists in pharmaceutical and organic chemistry, we deliver high quality products as well as fast respond and satisfying services.","","",""
"Shiguo Chen Lab, Nanjing Agricultural University",2,"","","","","","","Research and Development","http://lfc.njau.edu.cn/web/sky/teacontent.aspx?leibie=d1&tid=50",24548,"Nanjing Agricultural University","He Wang","Weed Research Laboratory, Nanjing Agricultural University","Nanjing","Jiangsu",210095,"China","2021/04/09","The Shiguo Chen Lab at the Nanjing Agricultural University is focused on plant inducers, bioherbicides and plant-fungus interactions.","","",""
"Shochem Co.,Ltd",55,"","","","","","","Research and Development","https://www.shochem.com/",23277,"Shochem Co.,ltd","Andy Liu","No.1043, Halei Rd, Zhangjiang Hi-tech","Shanghai","Shanghai",201203,"China","2020/12/08","Shochem Co., Ltd(Shochem)  is mainly engaged in development of highly value-added pharmaceutical intermediates, fine chemicals, API synthesis, and the above process optimization. Shochem is particularly committed to synthesis of advanced phospholipids, natural products in middle scale and other medicinal materials for new drugs discovery and development.","","",""
"Sichuan Hengkang Science and Technology Development Co.,Ltd.",120,"","","","","","","Chemical Vendors","http://www.hengkangtech.com/index_en.html",25052,"Sichuan Hengkang Science and Technology Development Co.,Ltd.","Teresa Li","#90, Group 17, Miaole village, Shou'an street, Pujiang county","Chengdu","Sichuan",611600,"China","2022/01/05","Sichuan Hengkang specializes in making piperidine, pyrrolidine, piperazine and amino acid derivatives, especially advanced drug intermediates and chiral intermediates.","","",""
"Sierra Bioresearch",7,"","","","","","","Chemical Vendors","https://www.sierrabioresearch.com/",23271,"Sierra Bioresearch","Don Saba","3938 E GRANT RD  #126","Tucson","AZ",85712,"United States","2021/01/10","Sierra Bioresearch offers a wide variety of analog/modified nucleoside mono, di and triphosphates from stock. They also offer custom synthesis of analog/modified nucleoside mono, di and triphosphates. Sierra Bioresearch has been in business since 1981.","","",""
"Sigma-Aldrich",278986,"","","","","","","Chemical Vendors","https://www.sigmaaldrich.com/","Sigma-Aldrich","Sigma-Aldrich","Rachelle Wilson","3050 Spruce St.","Saint Louis","MO",63103,"United States","2019/01/23","","","",""
"Sinfoo Biotech",62022,"","","","","","","Chemical Vendors","http://sinfoobiotech.com/",23983,"Sinfoo Biotech","Anita Ye","Room 309, building 2, No.40, Jiangjun Avenue, Jianging District, Nanjing","Nanjing","Jiangsu",211100,"China","2020/06/15","Sinfoobiotech specializes in providing high quality fine chemical, novel biochemical reagents and pharmaceutical intermediates mainly from milligram to multi-kilograms. Custom synthsis is warmly welcomed.","http://www.sinfoobiotech.com","",""
"Sinofi Ingredients",3,"","","","","","","Chemical Vendors","https://sinofoodsupply.com/",22179,"Sinofi Ingredients","Ron Wang","Bldg 7, Lane 646, Fulian Road,  Baoshan District","Shanghai","Shanghai",201906,"China","2019/11/27","Sinofi Ingredients (Sinofi) is a worldwide provider specializing in serving global food, beverage, feed and pharmaceutical industries. Quality is strictly controlled to surpass FDA, Food Chemicals Codex (FCC7), USP, BP, HACCP, Kosher, Halal, Iso, NSF and the customer or industry standards. There is also an associated laboratory at Shanghai Institute of Technology for quality control and product development.","","",""
"SKKU-NRT",17,"","","","","","","Legacy Depositors, Research and Development","http://biomed.skku.edu/jhshin",14172,"Sungkyunkwan Univ. SOM","Joo-Ho Shin","2066 Seobu-ro, Jangan-gu","Suwon","","","South Korea","2016/06/20","","","",""
"SLI Technologies, Inc",6,"","","","","","","Chemical Vendors","https://slitech-amines.com/",23199,"SLI Technologies, Inc.","Alex Fowlkes","8119 Opportunity Dr","Milton","FL",32583,"United States","2018/11/08","SLI Technologies, Inc is focused on specialty amines manufacturing and purification.","","",""
"SLING Consortium",100656,"","","","","","","Legacy Depositors, Governmental Organizations","https://www.epo.org/index.html",826,"European Patent Office","Dmitry Katsubo","Patentlaan 3-5","The Hague","North Holland",2288EE,"Netherlands","2011/12/03","","","",""
"Smaill Lab, Auckland Cancer Society Research Centre",3,"","","","","","","Research and Development","https://unidirectory.auckland.ac.nz/profile/j-smaill",14203,"Auckland Cancer Society Research Centre, The University of Auckland","Jeff Smaill","85 Park Road","Auckland","Auckland",1142,"New Zealand","2016/08/01","","","",""
"Smartox Biotechnology venoms and peptides",25,"","","","","","","Chemical Vendors","https://www.smartox-biotech.com/",1302,"Smartox Biotechnology","Aurelien Claeyssen","570 rue de la chimie","Saint Martin d'Heres","Isere",38400,"France","2017/09/07","","","",""
"SMID",7162,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.blueprint.org/","SMID","The Blueprint Initiative, Mount Sinai Hospital","Christopher Hogue","Suit 209, 200 Elm St.","Toronto","ON","M5T1K4","Canada","2006/11/06","The Blueprint SMID small molecule-domain interaction database has been developed by determining small molecule-protein molecular interactions occuring within MMDB records. Each protein found to interact with a small molecule is then BLASTed against NCBI's conserved domain database (rpsBLAST).","","",""
"Smolecule",713883,"","","","","","","Chemical Vendors","https://www.smolecule.com/",24449,"Smolecule Inc.","Chandler Fritz","10720 Sentinel St.","San Antonio","Texas",78217,"United States","2022/07/14","Smolecule specializes in small-molecule compounds that are essential to biomedical research and pharmaceutical discovery. Stock items include inhibitors, antagonists, agonists, and modulators.","","",""
"SMT Research Ltd.",1,"","","","","","","Legacy Depositors, Research and Development","",22055,"SMT Research Ltd.","Chris Todd","35 Crescent Business Park","Lisburn","","BT28 2GN","United Kingdom","2019/08/15","SMT Research Ltd. is a private label research, development and manufacturer.","","",""
"Snyder Lab, Drexel University",2,"","","","","","","Legacy Depositors, Research and Development","http://www.drexel.edu/autisminstitute/about/our-team/faculty/Nate-Snyder/",7553,"Drexel University","Nathaniel Snyder","3020 Market Suite 560","Philadelphia","PA",19104,"United States","2016/07/06","","","",""
"Solanum Trichome Project",18,"","","","","","","Research and Development","https://trichome.natsci.msu.edu/",15486,"Michigan State University","Arthur Jones","603 Wilson Road","East Lansing","MI",48824,"United States","2021/07/24","The Solanum Trichome Project is a collaborative functional genomics project funded by a National Science Foundation grant to Michigan State University, and The University of Michigan.","","",""
"Southern Research Institute",443945,"",11,"",398032,"","","Research and Development","https://southernresearch.org/","Southern Research Institute","Southern Research Institute","Melinda Sosa","2000 South 9th Ave","Birmingham","AL",35205,"United States","2016/08/23","Southern Research (SR) is an independent, 501(c)(3) nonprofit, scientific research organization with more than 400 scientists and engineers working across four divisions: Drug Discovery, Drug Development, Engineering, and Energy & Environment.","","",""
"Southern Research Specialized Biocontainment Screening Center",14,"",308,"",366774,"","","Legacy Depositors, NIH Initiatives","https://southernresearch.org/","Southern Research Specialized Biocontainment Screening Center","Southern Research Institute","Melinda Sosa","2000 9th Avenue South","Birmingham","AL",35205,"United States","2014/06/30","","","",""
"SPECIFIC POLYMERS (SP)",431,"","","","","","","Chemical Vendors","https://specificpolymers.com/",23808,"SPECIFIC POLYMERS","Lucile Luttenauer","150 Avenue des Cocardiieres, ZAC Via Domitia","CASTRIES","",34160,"France","2021/07/06","SPECIFIC POLYMERS employs engineering consultants in the field of functional monomers, polymers and materials formulation with high specificity. In close collaboration with our customers and partners, SPECIFIC POLYMERS designs and develops innovative R&D products to validate proof of concepts.","","",""
"Specs",213002,"","","","","","","Chemical Vendors","https://www.specs.net/","Specs","Specs","Michel Damen","Bleiswijkseweg 55","Zoetermeer","Zuid-Holland","2712PB","Netherlands","2022/05/02","Specs, founded in 1987, provides chemistry and chemistry related services that are required in drug discovery. Today, Specs is world's leading provider of compound management services besides being a main supplier of screening compounds and building blocks to the Life Science industry.","","",""
"Spectra Group Synthetics",2,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.sglinc.com/Home/OrganicHomepage.aspx",11800,"Spectra Group Synthetics LLC","Maria Muro-Small","27800 lemoyne rd suite j","millbury","oh",43447,"United States","2015/09/10","","","",""
